Card Name,Category,Date Reviewed,Profiles,Ratings,Reviews,Source,Bank Name,Old/New
SBI Simplyclick card,Rewards,2/20/17,User,None,Same message they send to me. I never had any defaults . I applied for card on card basis ( 1.5 lakhs limit ) and my CIBIL was 769. Guess they need more than 800 .,CARD EXPERT,SBI,New
HDFC Moneyback Credit Card,Rewards,2/21/17,User,None,"Hi, I recently joined in an early stage startup in Bangalore (7 members in total ) and this is my first job. My salary is about 50K in hand, not sure if they are taking TDS or similar deductions on that, 50k is what I get in my account. Can I apply for a credit card? My company is not listed as per the bank, and my account is still savings account, not salary account. Is it okay to apply for a card? What are the documents that I have to submit with them? How long have I to work before applying for the card? â€“ thanks",CARD EXPERT,HDFC Bank,New
IndusInd Platinum Aura Edge,Lifestyle,2/21/17,User,None,"Check Induslnd platinum debt cards, they offer 3% reward if are spending 40K+ ,",CARD EXPERT,IndusInd Bank,New
IndusInd Platinum Aura Edge,Lifestyle,2/21/17,User,None,IndusInd Signature is available at 6999. Grab it guys..,CARD EXPERT,IndusInd Bank,New
HDFC DINERS CLUB BLACK,Lifestyle,2/21/17,User,None,Supplementary card holders may not get complimentary lounges access all the time if accessed along with primary card holder . Once at an international airport supplementary card holder was denied entry citing that only one access per credit card number is allowed. Supplementary and Primary both typically have the same card number,CARD EXPERT,HDFC Bank,Old
HDFC INFINIA,Lifestyle + Travel,2/21/17,User,None,"Hey Sid,
I have Axis Bank Visa Signature Credit Card since 2013 with good credit history, limit 1.9L. Recently acquired Regalia Business, limit 3L and an SBI Elite, limit 1L. Spends are usually 50K per month avg. Should I try hard to get Infinia or do you think I can make good with the above ?",CARD EXPERT,HDFC Bank,Old
HDFC INFINIA,Lifestyle + Travel,2/21/17,User,None,"Hi Siddarth!
Nice expert reviews. I have a question about HDFC Infinia card for you. Is it issued to both Resident Indian and Non resident Indian. I was informed by HDFC that only Regalia is for NRIs.
Thanks in advance for your feedback.",CARD EXPERT,HDFC Bank,Old
HDFC INFINIA,Lifestyle + Travel,2/22/17,User,None,"AMEX Platinum is a top of the line charge card in India. It comes for a cool â‚¹50K/annum fees. I guess, you wanted to say AMEX Platinum Travel Card.",CARD EXPERT,HDFC Bank,Old
CITI PRESTIGE,Lifestyle,2/22/17,User,None,Iâ€™ve been using a CitiBank PremierMiles card for a few years now and have been regular with my payments. Full repayment every month. How can i get an upgrade to the Prestige Card? I also have a CitiGold level relation with them.,CARD EXPERT,Citi Bank,Old
HDFC Moneyback Credit Card,Rewards,2/24/17,User,None,"Hi,
While applying for the HDFC moneyback credit card the executive give information that if I register my card with Payzapp, my yearly subscription charge will be lifetime free.
So please give me the clarification for this information so that I can continue with your service.",CARD EXPERT,HDFC Bank,New
SBI Simplyclick card,Rewards,2/24/17,User,None,Within how many days we will receive Amazon gift voucher or rs.500/-,CARD EXPERT,SBI,New
HDFC DINERS CLUB BLACK,Lifestyle,2/24/17,User,None,"I already have a Diners Black, I want to knw which bank provides Priority pass for supplementary card holder which is valid abroad.
Except for Regalia as I will not be able to get two cards from HDFC",CARD EXPERT,HDFC Bank,Old
HDFC Business Regalia,Lifestyle,2/25/17,User,None,"Hi Siddharth, I had applied for retail regalia but they have given me a business regalia by mistake (or maybe cause I am self employed) and now I am stuck with this card because it doesnâ€™t have any of the retail benefits that I had actually got it for. Could you pl share how to go about changing this to the retail variant?",CARD EXPERT,HDFC Bank,New
SBI ELITE,Lifestyle,2/25/17,User,None,"Hi
Sid please Sbi card elite how many limit",CARD EXPERT,SBI,Old
HDFC DINERS CLUB BLACK,Lifestyle,2/27/17,User,None,same thing happened with me also pradeep..I have almost same relationship as yours my RM told me you need to meet the criteriaâ€¦He didnâ€™t give me the upgrade.,CARD EXPERT,HDFC Bank,Old
HDFC DINERS CLUB BLACK,Lifestyle,2/27/17,User,None,"Hi Siddharth,
Any suggestions on how to go for upgrade from Diners Premium to Black? I had a word with Customer care executive, with no success on it. I am holding the Premium card for more than a year now, with decent expenditure. Any suggestions on how can I expedite the upgrade?",CARD EXPERT,HDFC Bank,Old
HDFC DINERS CLUB BLACK,Lifestyle,2/27/17,User,None,"How can we get another VISA or Master Card along with Dinerâ€™s Club card? I have Diners Club Back card now but wish to have another VISA or Mastercard added to the same card account as Amazon doesnâ€™t accepts it currently and few petrol bunks too. I might miss out HDFC Card Offers on Amazon. So
I do not have RM or any contacts at HDFC Bank. What are my other options?
Customer Care doesnâ€™t have any idea.",CARD EXPERT,HDFC Bank,Old
HDFC DINERS CLUB BLACK,Lifestyle,2/27/17,User,None,"Hi Siddharth!
I have a HDFC Regalia since 9 years with 6L credit limit and i am a Imperia customer of the bank. I have made 4 attempts but still didnâ€™t get the card.
1. I contacted the bank credit card department they said you need to meet the criteria.
2. contacted chennai credit card customer care they said wait for an invitation, you cannot apply.
3. contacted them by phone, they said the same thing
4. RM is useless. He told me Regalia is the highest card. I told him about diners black. He told me you need to meet the criteria or need an invitation from the bank.
I guess i have exhausted all my options. Is there any other way i can get Diners Club Black?",CARD EXPERT,HDFC Bank,Old
HDFC DINERS CLUB BLACK,Lifestyle,2/27/17,User,None,in how many days hdfc db card is delivered at home for use. i have to buy flight tickets before the 10x scheme ends. i am eligible for db but havent applied yet,CARD EXPERT,HDFC Bank,Old
INDUSIND ICONIA AMEX,Lifestyle,2/27/17,User,None,Can anyone has any idea on how to change the card PIN ? IndusInd Care says we cannot change the PIN which they have sent. There are no option to choose the PIN also.,CARD EXPERT,IndusInd Bank,Old
HDFC Freedom Credit Card,Rewards,2/28/17,User,None,"I got the freedom card few days back and have made 2-3 transactions (5% cb categories), but havenâ€™t got any cashback. Will they credit total Cashback after end of monthly statement cycle?",CARD EXPERT,HDFC Bank,New
HDFC Freedom Credit Card,Rewards,2/28/17,User,None,"Hi Sidharth
 I have a question ? Is the HDFC Freedom CreditCard offers EASY EMI ? I Purchased today a new phone from flipkart and i want to make the whole purchased amount into 12 months EMI . Is it possible and how to do it ?",CARD EXPERT,HDFC Bank,New
SBI Simplyclick card,Rewards,2/28/17,User,None,"Hey Sid, 
can you pls suggest is there any issue redemption the cashback points through simply click card ?
and which is better simply click or simply save.. considering major spent on online transactions.",CARD EXPERT,SBI,New
HDFC Freedom Credit Card,Rewards,3/1/17,Expert,None,"Yes, possibly.",CARD EXPERT,HDFC Bank,New
HDFC Freedom Credit Card,Rewards,3/1/17,Expert,None,It varies from customer to customer. Check out: Insta Loan Vs Insta Jumbo loan Vs SmartEMI on HDFC Credit Card,CARD EXPERT,HDFC Bank,New
HDFC Business Regalia,Lifestyle,3/1/17,Expert,None,"Its not a mistake, they have given purposefully ðŸ™‚
Iâ€™ve heard i can change it but i have not tried it though.",CARD EXPERT,HDFC Bank,New
HDFC Moneyback Credit Card,Rewards,3/1/17,Expert,None,last month salary slip alone should help. Talk to bank ðŸ™‚,CARD EXPERT,HDFC Bank,New
HDFC Moneyback Credit Card,Rewards,3/1/17,Expert,None,"This offer varies from time to time. Bank is the one that provides service, you will sign a form about this while applying which should clear your queries.",CARD EXPERT,HDFC Bank,New
SBI Simplyclick card,Rewards,3/1/17,Expert,None,"Its easy.
Simply Click is good for Online txnâ€™s",CARD EXPERT,SBI,New
HDFC DINERS CLUB BLACK,Lifestyle,3/1/17,Expert,None,Maybe they are not sure about how it works. You need to ask them to swipe the card as theyâ€™re both diff cards(has diff PIN) even though they have same card number. Swipe machine will approve it. But it wont if you swipe the same card.,CARD EXPERT,HDFC Bank,Old
HDFC DINERS CLUB BLACK,Lifestyle,3/1/17,Expert,None,Yes Bankâ€™s Exclusive Credit card can help you,CARD EXPERT,HDFC Bank,Old
HDFC DINERS CLUB BLACK,Lifestyle,3/1/17,Expert,None,It primarily depends on the Limit and other banking relationship.,CARD EXPERT,HDFC Bank,Old
HDFC DINERS CLUB BLACK,Lifestyle,3/1/17,Expert,None,Either high limit or high relationship value with Bank is necessary. Else Tough.,CARD EXPERT,HDFC Bank,Old
HDFC DINERS CLUB BLACK,Lifestyle,3/1/17,Expert,None,Did you talk to BM? Its time to have a word ðŸ™‚,CARD EXPERT,HDFC Bank,Old
HDFC DINERS CLUB BLACK,Lifestyle,3/1/17,Expert,None,Usually they take 2-4 weeks.,CARD EXPERT,HDFC Bank,Old
HDFC INFINIA,Lifestyle + Travel,3/1/17,Expert,None,"Am not sure about this. Though, i donâ€™t see any reason to differentiate as long as youâ€™ve good Relationship with Bank.",CARD EXPERT,HDFC Bank,Old
IndusInd Platinum Aura Edge,Lifestyle,3/2/17,Expert,None,"You need to check FD based cards, or maybe get an add-on card for now.",CARD EXPERT,IndusInd Bank,New
AXIS VISTARA INFINITE,Travel,3/2/17,Expert,None,It canâ€™t be LTF for sure.,CARD EXPERT,Axis Bank,Old
HDFC DINERS CLUB BLACK,Lifestyle,3/2/17,Expert,None,"I got bored and no more tracking. I just see overall, if iâ€™m getting decent points i donâ€™t mind to check ðŸ˜€",CARD EXPERT,HDFC Bank,Old
HDFC DINERS CLUB BLACK,Lifestyle,3/2/17,Expert,None,"You can know X points added on Y date for Z txn, but they canâ€™t tell you exactly about what txn gave u the bonus points.",CARD EXPERT,HDFC Bank,Old
HDFC DINERS CLUB BLACK,Lifestyle,3/2/17,Expert,None,"Congrats on Black!
1. Its for Add-on card too
2. They swipe it
3. Its for Primary card only i guess
4. Million $ Qn ðŸ˜€",CARD EXPERT,HDFC Bank,Old
HDFC DINERS CLUB BLACK,Lifestyle,3/2/17,Expert,None,Yes you can.,CARD EXPERT,HDFC Bank,Old
HDFC DINERS CLUB BLACK,Lifestyle,3/2/17,User,None,"Kushal,
You can get 2 Credit cards from HDFC provided you have a high limit on the existing card. You request for a floater card through you RM/BM. Once approved, you can share the limit between the two cards. I have a Regalia and got Diners Premium as a floater card.",CARD EXPERT,HDFC Bank,Old
SBI ELITE,Lifestyle,3/2/17,User,None,Now it is only available in visa. I wanted a mastercard though.,CARD EXPERT,SBI,Old
SBI ELITE,Lifestyle," Feb 20, 2020",User,5,I'm getting so many offers from SBI card and i have a Elite variant. Lots of benefits are available like to transfer the money to pay for other credit cards which is balance transfer facility is available. I'm getting a credit limit of Rs. 1.15 lakh. I do get buy1+get1 movie ticket offer. There is no annual fee on this card.,BANK BAAZAR,SBI,Old
SBI Simplyclick card,Rewards," Feb 21, 2020",User,5,I am using SBI simply click credit card more than 2years. Annual charges for this card is Rs. 499+ tax and they given a sufficient credit limit of Rs. 1.50L.  I am using this card for all purpose and mostly i will do online shopping. Reward points can convert as any purchase.,BANK BAAZAR,SBI,New
IndusInd Bank Platinum,Lifestyle," Feb 21, 2020",User,3,There is no particular reason for selecting the credit card from Indusind bank. I have not given my documents. I don't need to pay any annual fee for this credit card. My card is not approved because my current residential address is in Chennai but i am working in different location. They have clearly explained me about the rules and regulations of the card.,BANK BAAZAR,IndusInd Bank,New
AXIS MILES AND MORE,Travel," Feb 22, 2018",User,5,I applied for a credit card with Axis bank and I got a AXIS Bank Miles & More World Credit Card which has an annual fees of Rs. 3500. When I spend Rs. 200 for movie bookings in PVR I will get 20 points and also if I spend Rs. 200 on all other services I will get 4 points. As a joining bonus I get 5000 miles points on my first transaction with this credit card.,BANK BAAZAR,Axis Bank,Old
AXIS PRIVILEGE,Travel," Feb 22, 2019",User,5,I have taken my credit card in Axis Bank through online portal. They took longer time approx 15 days to deliver the card as per their norms. I have chosen Axis Privilege card because it has more reward points. They do charge annual fee of 1500 rupees. I am not happy with the credit limit compared to HDFC card which is low.,BANK BAAZAR,Axis Bank,Old
ICICI CORAL VISA CONTACTLESS,Lifestyle," Feb 22, 2019",User,5,I am using Coral credit card with ICICI BANK for past 4 to 5 years. Everything is fine and the limit is fantastic. They are providing 2 movie tickets on bookmyshow.com every month which am getting from the beginning. The cash back offers are available and the redemption of point is easy.,BANK BAAZAR,ICICI,Old
AXIS MILES AND MORE,Travel," Feb 23, 2019",User,5,I was  holding AXIS BANK credit card . I close this card because i upgrade it . Their online payment platform is  very good and easy to make online payment . There are no issues with the card and their services. The process was quick and the card got approved soon . I hold axis miles zone card .,BANK BAAZAR,Axis Bank,Old
Simply Save SBI Card,Rewards," Feb 23, 2020",User,5,I have SBI credit card which was taken through bank directly.This was a chargeable card and need to pay rs.500 on yearly basis.This was a simply save credit card .The credit limit was very less it was 35000 only.I am using this credit card for the past 6 months only.I am getting fuel benefits and there was an option of converting EMI .,BANK BAAZAR,SBI,New
Simply Save SBI Card,Rewards," Feb 23, 2020",User,5,"I have a saving account in SBI and the service has been good so that I have chosen SIMPLY SAVE card is good. I do online transaction a lot hence in this card I get 2 reward points for every Rs. 100 I spent. They provided the credit limit is Rs. 44,000 which is less when i compared to my other credit cards. They have not mentioned my name in the card properly even though i have given my ID proof.",BANK BAAZAR,SBI,New
SBI Irctc Platinum,Travel," Feb 23, 2020",User,3,"In SBI, i was having my salary account earlier, so that i had chosen my credit card. They have provided me a IRCTC SBI Platinum card. When i book the train ticket from 1st class ticket, i get some discounts. In the petrol bunk, i get fuel sur charges waiver. They have provided me a limit of Rs. 30000. I am not using this card much nowadays.",BANK BAAZAR,SBI,New
IndusInd Bank Platinum,Lifestyle," Feb 23, 2020",User,4,"I don't have any reason for selecting the credit card from Indusind bank but till now i didn't get any benefits. I have received the card on time. They don't send any notifications regarding the offer. When i apply the card, they said i get more credit limit when i compared to existing card but i have received the less limit compared to my other cards.",BANK BAAZAR,IndusInd Bank,New
Yes Prosperity Rewards Plus,Rewards," Feb 23, 2020",User,4,YES  bank branch is located nearby my home hence its easy for repayment and I'm getting different offers in the mall so that I have applied the credit card from YES bank. No one came to my place for collecting the documents. I'm getting 5% cash back offer for offline purchase.,BANK BAAZAR,Yes Bank,New
Yes Prosperity Rewards Plus,Rewards," Feb 23, 2020",User,5,"When I do purchase a card, I will be getting some discounts on YES bank.  My mother is having a saving account in this bank so it will be useful, hence I had availed the card. My friend has recommended me to take this card. I have given my documents with my friend when the executive came for collection. But I didn't get any follow up from  their end.",BANK BAAZAR,Yes Bank,New
Simply Save SBI Card,Rewards," Feb 24, 2020",User,5,"From SBI, i am using Simply save card more than  8 months. I applied this card through online and i am getting all benefits. For minimum balance also i can convert into EMI.  Their customer service and response was good and the interest was normal.",BANK BAAZAR,SBI,New
HDFC Moneyback Credit Card,Rewards," Feb 25, 2020",User,4,"HDFC credit card service is really good. I have been using money back card for almost 1.5 years, in that i used to get 5% cashback twice in a month if i swipe the card for groceries and shopping malls. They never increased my credit limit after completion of 1 year. I never paid late hence I'm not aware of the late payment charges and interest rate.",BANK BAAZAR,HDFC Bank,New
Axis Bank Myzone Credit card,Lifestyle," Feb 25, 2020",User,4,I have Axis bank credit card which was taken through bank end.This is a my zone credit card and the agent gave a clear picture about the card process .There are fuel benefits and this was a life time free card .I have got this credit card on delay basis .This card was delivered within 3 to 4 days of time .There was no issues faced and using this card for the past 1.5 years.,BANK BAAZAR,Axis Bank,New
HDFC JET PRIVILEGE,Travel," Feb 26, 2018",User,4,Using the Jet privilege HDFC bank Dinerz club credit card for the past 2 years. The customer support service is good with the HDFC bank credit card department and they give good response to the customers. The credit limit value is good with this card and I am satisfied with it.,BANK BAAZAR,HDFC Bank,Old
Axis Bank Myzone Credit card,Lifestyle," Feb 26, 2020",User,5,I am using   Axis bank my zone card credit card which was offered by bank.I am getting minimum 5 %  to 10 % discounts  on shopping  .The credit limit was very less and this was a life time free card .I am using this credit card almost 1 year .There are cash back offers as well as reward points which is very useful.This card is very easy to use and  i am satisfied with the service .,BANK BAAZAR,Axis Bank,New
HDFC JET PRIVILEGE,Travel," Feb 27, 2018",User,4.5,"I use the HDFC BANK DINERS CLUB CREDIT CARD for the past 7 months time. The credit card service is good with the HDFC bank and they give excellent service to the customers. I use this HDFC BANK DINERS CLUB CREDIT CARD for the online shopping, restaurant bills and for other usages. The credit limit value is good with the HDFC BANK DINERS CLUB CREDIT CARD and I am happy with it.",BANK BAAZAR,HDFC Bank,Old
SBI AIR INDIA SIGNATURE,Travel," Feb 27, 2018",User,4,"There is a lot of confusion, even I contacted SBI customer service I asked them whether my credit card is activated or not. Because I was randomly getting message that my credit card application got rejected but I got my credit card as well. I would like to suggest their system should be updated. I am holding Air India SBI Signature Card. I got my welcome kit it was not cleared about the feature.",BANK BAAZAR,SBI,Old
SBI Simplyclick card,Rewards," Feb 27, 2020",User,4.5,"I got the offer only from SBI so that i opted for this card. They have given me a good credit limit. There is a annual fee of Rs. 2999 after paid that fee, they will provide a gift coupon worth of Rs. 3000. I'm getting discounts on pantaloons, traveling, hotel booking. Still I'm not received my first month bill but till now i have no idea about the annual fee payment method.",BANK BAAZAR,SBI,New
SBI Irctc Platinum,Travel," Feb 27, 2020",User,4,I am using IRCTC SBI credit card more than 4 years. Annual charges are not sure. The customer service and responsiveness was good. Mostly i use this card for all purpose but not tried for train ticket booking which I don't know how to use it. Credit limit is sufficient and good.,BANK BAAZAR,SBI,New
IndusInd Platinum Aura Edge,Lifestyle," Feb 27, 2020",User,4,I have not received Indusind bank credit card because they didn't maintain proper communication with the customer. I have my account in Indusind bank thats the reason i applied for their card because its a life time free and no need to pay the charges annually.,BANK BAAZAR,IndusInd Bank,New
HSBC Visa Platinum,Lifestyle," Feb 27, 2020",User,1,I got the pre-approved card offer from HSBC bank so that i had applied the credit card from the same bank. Its a life time free credit card to use. The executive explained me about the card features but no one came to my place to collect the documents after that there was no proper follow up from the bank side.,BANK BAAZAR,HSBC,New
HDFC REGALIA,Travel," Feb 27, 2020",User,5,I am using HDFC Bank regalia credit card more than 2 years. This is a travel card mostly i use this card for travel purpose and i am getting international airport lounge access. Annual charges for this card is Rs. 1000 and wavier not idea. I am happy with the credit limit what they given.,BANK BAAZAR,HDFC Bank,Old
SBI AIR INDIA SIGNATURE,Travel," Feb 28, 2018",User,4,I have taken AIR INDIA SBI SIGNATURE CARD through online channel. I am not satisfied with the credit limit since I was expecting more around 5L. The rate of interest and charges are high. They charge annual fee. I used this card for various purpose.,BANK BAAZAR,SBI,Old
HDFC Bank Titanium Times,Lifestyle," Feb 28, 2020",User,3,"In HDFC card, annual maintenance charges are very high because they are charging me Rs.1000. I am holding a Titanium times credit card. I got the limit of Rs. 40,000 and I'm happy about it. I'm getting lot of offers like movie tickets, purchases. I make my bill payment on time through online.",BANK BAAZAR,HDFC Bank,New
Simply Save SBI Card,Rewards," Feb 28, 2020",User,4,"I saw some good offers and benefits in SBI card hence i prefer this card. Generally they are providing more offers when i compared to other credit cards for shopping, traveling benefits. I'm satisfied with the credit limit provided to me. They have provided the card on time. Overall, process was good.",BANK BAAZAR,SBI,New
IndusInd Platinum Aura Edge,Lifestyle," Feb 28, 2020",User,4,"Any specific reason is not available for choosing the credit card from Indusind bank and they are not providing any offers to the customer. In wats app, i have uploaded all the documents but they were asking me a PAN card copy which is a visible which is not available with me thats the reason my card got rejected.",BANK BAAZAR,IndusInd Bank,New
IndusInd Platinum Aura Edge,Lifestyle," Feb 28, 2020",User,3,"When i am opening the mobile app, its asking me to enter the customer id. They have not informed me about the bill due date and bill cycle information because of this i have not yet using this card. To know about all these information, IVR is keep on talking and its not easy to reach out with the customer care people. I have received a welcome kit but there is no information regarding to use the app.",BANK BAAZAR,IndusInd Bank,New
IndusInd Platinum Aura Edge,Lifestyle," Feb 28, 2020",User,1,"I received a call from Indusind bank and they have not informed me about the limit when I asked about the same they said after receiving the card only I come to know about it hence blindly I cannot get the card without knowing the limit hence I rejected the credit card from my end. Since Its free card, so I accepted their offer. If they are giving a larger limit,   I can take it.",BANK BAAZAR,IndusInd Bank,New
Yes Prosperity Rewards Plus,Rewards," Feb 28, 2020",User,4,"I have a different credit cards with me and to use a other card, i had applied the YES bank card but there is no proper reply from their customer care people regarding my credit card status. For the shopping and bill payment i have chosen this card.  I have not given any documents and i just given my Aadhar number and PAN number. They haven't informed me about the rejected reason also.",BANK BAAZAR,Yes Bank,New
HSBC Visa Platinum,Lifestyle," Feb 28, 2020",User,4,"I have tried to use HSBC card earlier because many people told me that this is a good card to use when i go for proposal of getting this card they have rejected my application without providing any particular reason. I have not provided the document in online but in over the phone call, they have asked my PAN card number and all after that there is no response.",BANK BAAZAR,HSBC,New
HSBC Visa Platinum,Lifestyle," Feb 28, 2020",User,2,"There was a hidden fee which is not mentioned earlier after i applied the card only, they have informed me about the same. They called me from HSBC to get a confirmation about the card delivery. Its because of some good offer, i have accepted the offer. I didn't given my documents to them.",BANK BAAZAR,HSBC,New
HSBC Visa Platinum,Lifestyle," Feb 28, 2020",User,1,I got an  offer about HSBC credit card hence I applied  this card and it was a  life time free. Their executive told me that they will come to my place for collecting the documents even though i have kept all the document ready but nobody came till now. There is no proper follow up from this  bank. They must keep up their words with the customer.,BANK BAAZAR,HSBC,New
HDFC DINERS CLUB MILES,Travel," Feb 28, 2020",User,5,"In HDFC, I am having a Diners Clubmiles credit card for almost 3 years and they have offered me a limit of Rs. 1.10 lakhs. They don't deduct any over limit usage charges whenever i exceed the limit. When i was working with HDFC bank, they have provided only Rs. 15000 but based on the transaction they have increased my limit directly from Rs. 15000 to Rs. 1.10 lakhs. I will keep on receiving the call to enhance my limit which is good.",BANK BAAZAR,HDFC Bank,Old
SBI AIR INDIA SIGNATURE,Travel," Feb 28, 2020",User,3,"SBI card, I'm using it for almost 3.5 years. I'm having a Air India Signature card hence I'm getting free base fare on flight tickets and free domestic airport lounge access for quarterly twice. Sometimes i am getting offers on Flipkart and Amazon Website. In this card, whatever the limit came at the time of purchase same is there. Sometimes their app doesn't work hence payment doesn't updated on the same day hence they will charge the interest rate anyway they will give a waiver after i have given the request.",BANK BAAZAR,SBI,Old
Axis Bank Myzone Credit card,Lifestyle," Feb 29, 2020",User,5,"Earlier i was using My zone credit card from AXIS Bank, recently it got upgraded into privilege card. I  am using this card more than 5 years and the annual charges is Rs. 1500 and wavier not sure and they given a good credit limit. Service was good and i use this card for shopping purpose and i am getting  rewards points and in big bazaar getting cash back offer.",BANK BAAZAR,Axis Bank,New
SBI ELITE,Lifestyle," Feb 29, 2020",User,4,"In SBI ELITE card they given a good credit limit and this is a premium card annually i am paying Rs.5000 wavier is there but i am not sure. I am getting priority pass, movie ticket offer and also i am getting  gift vouchers from shopper stop and pantaloons. The rate of interest was very high in SBI.",BANK BAAZAR,SBI,Old
HDFC Moneyback Credit Card,Rewards," Jan 02, 2020",User,0.5,"Worst bank if we apply for a loan suddenly pick a call, but we have any emergency apart that there is no proper customer care support. really it is the worst thing.

Today I have more emergency in my credit card, when I call that section no one can answer for me.",BANK BAAZAR,HDFC Bank,New
HDFC JET PRIVILEGE,Travel," Jan 03, 2018",User,5,I got a HDFC credit card through online channel. They offered a credit limit of 5L which was really happy. I got a Jet Privilege Diners Club credit card. It is very much helpful to travel with Jet Airways. The offers are good but annual fee is bit high and again If I do more transactions then it will be waived off.,BANK BAAZAR,HDFC Bank,Old
SBI AIR INDIA SIGNATURE,Travel," Jan 03, 2018",User,5,"I had received my credit card on time, there are some delay but its okay. I got a Air India SBI Signature card. I am happy with the credit limit. I get more reward points from the Air India Flight bookings. It is a good card for travel purpose. The welcome reward points are very good and the joining fee is also nominal.",BANK BAAZAR,SBI,Old
HSBC Visa Platinum,Lifestyle," Jan 03, 2020",User,4,I have HSBC Bank platinum  credit card which was taken through Bank directly .I am utilizing this credit card almost 1 year .This card is having best facility of airport lounge access and have discounts for shopping and dinning that is really useful and pretty good .,BANK BAAZAR,HSBC,New
HDFC Platinum Edge,Lifestyle," Jan 04, 2017",User,5,For a credit card I would recommend HDFC Bank as they have given me life time free card. They also provide me with 10% cash back and I can also redeem my points earned to cash. The customer services are good as I have faced no hassles and are supportive too.,BANK BAAZAR,HDFC Bank,New
AXIS VISTARA SIGNATURE,Travel," Jan 05, 2018",User,3,The customer service and response was good with Axis Bank. I have submitted my documents online and again executive called me and collected the hard copy. The rate of interest was fine. I got a Vistara Signature Credit card. I am satisfied with the credit limit. They charge annual fee of 300 rupees.,BANK BAAZAR,Axis Bank,Old
SBI Simplyclick card,Rewards," Jan 05, 2020",User,5,"1.5 years ago, i bought the credit card from State bank of India and its a simply click card. One of the agent approached me from SBI to take this card. There is no much benefits available on this card. I use this card only for the purchases. SBI mobile app is very good as well as their customer care number is easily reachable and their response is very nice.",BANK BAAZAR,SBI,New
SBI Irctc Platinum,Travel," Jan 05, 2020",User,5,"I am using SBI IRCTC credit card,  EMI option is best. I purchased laptop via online using this card EMI option and I received 10% instant discount which is around Rs.2000. I have a credit limit of Rs.70,000 which is sufficient. I have rewards points but i have not converted yet. It is a chargeable card, i think, it is Rs.  200. I can avail 5 to 10% discount on train ticket booking.",BANK BAAZAR,SBI,New
Axis Bank Myzone Credit card,Lifestyle," Jan 05, 2020",User,4,"I am using Axis my zone bank credit card for 2 years, I have a credit limit of 86000, which is recently enhanced. I applied via bank executive, verification was done smoothly and I received the card with in 10 days.  It is a life time free credit card and received 5000 points as a joining bonus.",BANK BAAZAR,Axis Bank,New
Kotak Pvr Gold,Lifestyle," Jan 05, 2020",User,5,"Selected my credit card from Kotak Mahindra bank because the executive explained me about the feature of the card in a proper way and also i have an account with them. They have provided me a PVR Gold credit card where i get some free movie tickets, restaurants offer and flight ticket on travel. I get rewards points on the basis of the usage.",BANK BAAZAR,Kotak Bank,New
HDFC DINERS CLUB MILES,Travel," Jan 05, 2020",User,5,"HDFC credit card service was fine. They have provided me a credit card which has only 14 digit pin instead of 16 digit hence i am unable to make the payment in LIC and the card is not accessible in some of the POS machines. Since this is a Diner's clubmiles card, the number will be 14 digit only. There is no much benefits available except dining which doesn't fulfill my needs.",BANK BAAZAR,HDFC Bank,Old
AXIS MILES AND MORE,Travel," Jan 06, 2018",User,1,Axis has offered a Miles & More credit card which was not accessible. I have called the customer service multiple times and the response was not proper. I am not happy with the credit limit as well. The rate of interest and charges are nominal.,BANK BAAZAR,Axis Bank,Old
RBL Platinum Maxima,Lifestyle," Jan 06, 2019",User,0.5,"I'm Nilesh Patel, a resident of Mumbai. Past month I received a call from team member of Vicky Goswami to apply for RBL bank creditcard with promise of providing double limit of my existing other bank's creditcard, however I was shocked when I received the RBL bank's creditcard and found the limit lower than my existing other bank's creditcard. I tried raising the issue with RBL bank through the customercare number, but they said that they were helpless as the limit is only provided by RBL bank officials. Why was I promised that I would be provided dpuble limit if RBL bank officials do not honor such promises? I was asked to use this creditcard free for 1 year but I have asked for disconnnection of the creditcard since I find myself duped and I do not want to use creditcard of the bank who do not honor their commitment. It's a fraud bank and I would ask people to stay away from these scamsters who try to sell anything to earn their commission...",BANK BAAZAR,RBL,New
HDFC Freedom Credit Card,Rewards," Jan 06, 2020",User,5,"I have HDFC Bank credit card which was taken through Bank.I am getting discounts on pizza hut and also getting movie ticket offers.I am using this credit card for the past 1.5 years ,There are cash back offers as well as reward points .This was a freedom card and so far satisfied with the service.",BANK BAAZAR,HDFC Bank,New
HDFC Moneyback Credit Card,Rewards," Jan 06, 2020",User,4,"I am using  HDFC Bank credit card which was taken through Bank .This was a money back card and this card is having pretty good cash back offers ,fuel  benefits and movie ticket offers. This was a free card with a credit limit of 44,000 which is very less.",BANK BAAZAR,HDFC Bank,New
HDFC Moneyback Credit Card,Rewards," Jan 06, 2020",User,4,"I am holding HDFC bank Money back credit card. This card has more benefits when I compared to other cards. I got the limit of Rs. 40,000 even though they have provided me a offer to increase the limit, i have not accepted the same. I use to make the payments on time.",BANK BAAZAR,HDFC Bank,New
SBI Simplyclick card,Rewards," Jan 06, 2020",User,5,"I have chosen SBI credit card. My brother is having this card and given good reviews.The credit limit was very less it was 60,000 but i have expected more limit .This was a simply click credit card. I am using this credit card almost 3 to 4 months only. The interest rate was very high and also there is an option of  EMI conversion but the charges are high.",BANK BAAZAR,SBI,New
